importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; time conditioning,L,Medial frontal gyrus,8/9,,-33,16,35,,,0.001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; time conditioning,R,Inferior frontal gyrus,45,,31,18,16,,,0.001,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,R,Occipital gyrus,19,,39,-84,-12,6.44,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Occipital gyrus,19,,-36,-90,-12,6.03,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Postcentral gyrus,3,,-52,-27,60,6.02,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Striatum,,,-27,0,3,4.55,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,R,Striatum,,,27,0,6,3.74,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,R,Amygdala,,,24,-6,-18,3.67,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Midbrain,,,-9,-12,-24,3.1,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,R,Superior temporal gyrus,38,,39,3,-39,4.41,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Superior temporal gyrus,38,,-33,9,-27,3.65,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,R,Insula,,,45,-12,0,4.28,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,R,Frontal pole,9,,15,63,30,4.27,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Lateral OFC,11,,-33,42,-15,3.79,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - Second-order relationship to reward value,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Anterior medial frontal cortex,8,,-6,42,51,5.31,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - Second-order relationship to reward value,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Medial OFC,10,,-3,60,-9,4.28,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - Second-order relationship to reward value,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,L,Lateral OFC,47,,-51,27,-12,3.99,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - Second-order relationship to reward value,fMRI; reward value; outcome phase; monetary reward; talairach; performance-dependent,R,Lateral OFC,47,,48,33,-12,3.41,,0.05,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 1-1 - Maximally activated voxels in areas where significant evoked activity was related to reward level - Positive correlation with reward level(increase reward),fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;positive reward,R,Midbrain,,,9,-12,23,4.65,,0.05,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 1-1 - Maximally activated voxels in areas where significant evoked activity was related to reward level - Positive correlation with reward level(increase reward),fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;positive reward,R,Ventral striatum,,,18,9,26,3.5,,0.001,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 1 -2 - Maximally activated voxels in areas where significant evoked activity was related to reward level - Negative correlation with reward level(increase penalty),fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;negative reward,L,Hippocampus,,,-24,-18,-18,5.38,,0.05,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 1 -2 - Maximally activated voxels in areas where significant evoked activity was related to reward level - Negative correlation with reward level(increase penalty),fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;negative reward,R,Hippocampus,,,33,-12,-15,4.11,,0.001,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 1 -2 - Maximally activated voxels in areas where significant evoked activity was related to reward level - Negative correlation with reward level(increase penalty),fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;negative reward,L,Parahippocampal gyrus,35,,-15,-30,-12,4.73,,0.05,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 1 -2 - Maximally activated voxels in areas where significant evoked activity was related to reward level - Negative correlation with reward level(increase penalty),fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;negative reward,R,Parahippocampal gyrus,35,,12,-33,-12,4.59,,0.001,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 2 - Maximally activated voxels in areas where significant evoked activity to reward level was context-dependent - Reward during run of success,fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;positive reward; context-dependent reward,R,Anterior medial thalamus,,,6,-12,0,4.95,,0.05,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 2 - Maximally activated voxels in areas where significant evoked activity to reward level was context-dependent - Reward during run of success,fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;positive reward; context-dependent reward,R,Pallidum,,,15,-3,6,4.4,,0.01,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 2 - Maximally activated voxels in areas where significant evoked activity to reward level was context-dependent - Reward during run of success,fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;positive reward; context-dependent reward,L,Pallidum,,,-15,-3,6,4.31,,0.01,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 2 - Maximally activated voxels in areas where significant evoked activity to reward level was context-dependent - Reward during run of success,fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;positive reward; context-dependent reward,L,Subgenual cingulate,24,,-9,36,-3,4.56,,0.01,
+,Elliott et al,Dissociable Neural Responses in Human Reward Systems,Table 2 - Maximally activated voxels in areas where significant evoked activity to reward level was context-dependent - Reward during run of success,fMRI;reward magnitude;reward value;outcome phase;decision making;monetary reward;talairach;gambling;positive reward; context-dependent reward,R,Subgenual cingulate,,,9,36,3,4.16,,0.01,
