importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Anterior cingulate G,L,24,-3,5,41,4.91,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Para-cingulate,R,6/32,8,16,42,5.0,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Para-cingulate,L,32,-8,8,44,5.26,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Superior parietal lobule,R,7,26,-57,39,5.27,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Superior parietal lobule,L,7,-23,-68,36,5.79,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Inferior parietal lobule,R,39/40,35,-64,31,5.75,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Inferior parietal lobule,L,39/40,-36,-56,46,5.5,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Angular G,R,39,32,-55,38,5.35,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Suparmarginal G,L,40,-35,-51,36,5.4,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Precuneus,R,7,6,-71,43,5.35,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Precuneus,L,7,-9,-69,47,5.41,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Middle temporal G,R,37,48,-35,-7,4.62,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Middle temporal G,L,21,-43,-53,-2,5.18,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Middle temporal G,L,21,-65,-21,-4,3.48,14,1771.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Inferior temporal G,R,37,48,-49,-13,4.33,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Inferior temporal G,L,37,-47,-66,1,4.37,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Lingual G,R,17/18,23,-59,4,3.85,14,694.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Lingual G,L,17/18,-15,-67,6,3.48,14,853.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Fusiform G,R,37,42,-44,-14,4.51,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Fusiform G,L,37,-42,-59,-8,4.96,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Superior occipital G,L,19,-28,-71,21,5.12,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Middle occipital G,R,37,50,-63,-8,4.73,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Middle occipital G,R,18,2,-93,17,4.02,14,350.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Middle occipital G,L,37,-34,-74,1,4.09,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Cuneus,R,18,1,-92,-7,3.85,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Cuneus,L,18,0,-88,-10,3.82,14,78.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Insula,R,13,31,19,0,5.21,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Insula,L,13,-25,18,7,4.68,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Lentiform nucleus,R,,22,-10,7,4.13,14,263.0,,,
++,Lee et al,Abnormal neural activity in partially remitted late-onset depression An fMRI study of one-back working memory task,Table 2 - The activation map of one-back working memory task for the non-depressed controls (Task>Rest).,1-back > rest,fMRI; working memory; talairach; n-back task; one-back task; visual numbers,Lentiform nucleus,L,,-17,-9,1,4.14,14,263.0,,,
