importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV,index_col,MNIX,MNIY,MNIZ,TALX,TALY,TALZ,significance
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,medial frontal/anterior cingulate cortex,,6/32,-2,28,38,4.0,12,780.0,,,,479,-2.0,28.0,38.0,-3.106,22.169,39.807,3.167124183311986e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior frontal sulcus and middle/inferior frontal g,l,6/8/9,-20,2,54,4.73,12,1036.0,,,,480,-20.0,2.0,54.0,-20.139,-3.305,52.014,1.1225991854361705e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior frontal sulcus and middle/inferior frontal g,l,6/8/9,-26,8,60,4.64,12,1036.0,,,,481,-26.0,8.0,60.0,-25.779,1.936,57.783,1.742045890344657e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior frontal sulcus and middle/inferior frontal g,l,6/8/9,-54,10,50,4.84,12,1036.0,,,,482,-54.0,10.0,50.0,-51.901,4.723,48.678,6.491956428613339e-07
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior frontal sulcus and middle frontal g,r,6/8,36,0,54,5.64,12,451.0,,,,483,36.0,0.0,54.0,32.254,-5.548,52.44,8.502508215475058e-09
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior frontal sulcus and middle frontal g,r,6/8,34,4,42,4.75,12,451.0,,,,484,34.0,4.0,42.0,30.481,-0.906,41.96,1.0170832425687032e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior frontal sulcus and middle frontal g,r,6/8,24,10,46,3.69,12,451.0,,,,485,24.0,10.0,46.0,21.112,4.506,45.895,0.0001121270259822469
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,rostral middle frontal g,l,10,-34,52,6,3.91,12,34.0,,,,486,-34.0,52.0,6.0,-32.748,47.251,12.588,4.614806055620875e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,inferior/middle frontal g,r,45/46,36,40,26,3.64,12,156.0,,,,487,36.0,40.0,26.0,32.572,34.068,30.34,0.00013631902044580163
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,inferior/middle frontal g,r,45/46,44,46,16,3.78,12,156.0,,,,488,44.0,46.0,16.0,40.147,40.38,21.907,7.841417938358507e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,intraparietal sulcus,r,7/40/39,34,-62,52,4.93,12,1955.0,,,,489,34.0,-62.0,52.0,30.217,-63.645,45.964,4.111480838439295e-07
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,intraparietal sulcus,r,7/40/39,34,-74,52,4.7,12,1955.0,,,,490,34.0,-74.0,52.0,30.182,-74.921,45.061,1.3008074539172771e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,,l,7/40/39,-42,-54,52,4.7,12,,,,,491,-42.0,-54.0,52.0,-40.873,-55.635,45.782,1.3008074539172771e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-1 - Activation foci for the DELAY(anticipation phase) event - memory load,-,fMRI; working memory; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior occipital cortex,r,19,34,-80,38,3.76,12,33.0,,,,492,34.0,-80.0,38.0,30.266,-79.542,32.056,8.49566784979979e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-2 - Activation foci for the DELAY(anticipation phase) event - reward,-,fMRI; reward value; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior frontal sulcus and middle frontal g,r,6/8,36,-2,60,4.15,12,47.0,,,,493,36.0,-2.0,60.0,32.205,-7.863,57.67,1.6623763729652213e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-2 - Activation foci for the DELAY(anticipation phase) event - reward,-,fMRI; reward value; anticipation phase; monetary reward; MNI; n-back task; visual shape,,r,39,28,-58,36,4.27,12,34.0,,,,494,28.0,-58.0,36.0,24.73,-58.686,31.856,9.773648372917584e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-2 - Activation foci for the DELAY(anticipation phase) event - reward,-,fMRI; reward value; anticipation phase; monetary reward; MNI; n-back task; visual shape,,l,39,-32,-52,28,4.38,12,119.0,,,,495,-32.0,-52.0,28.0,-31.337,-52.078,24.515,5.933965445624664e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-2 - Activation foci for the DELAY(anticipation phase) event - reward,-,fMRI; reward value; anticipation phase; monetary reward; MNI; n-back task; visual shape,,l,39,-24,-58,38,3.79,12,119.0,,,,496,-24.0,-58.0,38.0,-23.941,-58.494,33.113,7.532364237868319e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-2 - Activation foci for the DELAY(anticipation phase) event - reward,-,fMRI; reward value; anticipation phase; monetary reward; MNI; n-back task; visual shape,,l,39,-16,-54,44,3.67,12,119.0,,,,497,-16.0,-54.0,44.0,-16.487,-55.223,38.877,0.00012127523428535768
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 3-2 - Activation foci for the DELAY(anticipation phase) event - reward,-,fMRI; reward value; anticipation phase; monetary reward; MNI; n-back task; visual shape,superior parietal lobe,l,7,-18,-66,68,4.1,12,85.0,,,,498,-18.0,-66.0,68.0,-18.566,-68.227,59.474,2.0657506912546717e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-1 - Activation foci for the PROBE(decision phase) event - memory load,-,fMRI; working memory; decision phase; monetary reward; MNI; n-back task; visual shape,middle frontal g,r,44,48,26,32,4.33,12,71.0,,,,499,48.0,26.0,32.0,43.716,20.4,34.792,7.455467091355119e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-1 - Activation foci for the PROBE(decision phase) event - memory load,-,fMRI; working memory; decision phase; monetary reward; MNI; n-back task; visual shape,middle frontal g,l,10,-40,50,-6,3.83,12,62.0,,,,500,-40.0,50.0,-6.0,-38.282,46.282,1.615,6.407162948887441e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-1 - Activation foci for the PROBE(decision phase) event - memory load,-,fMRI; working memory; decision phase; monetary reward; MNI; n-back task; visual shape,inferior frontal g,r,45,42,28,-2,4.06,12,96.0,,,,501,42.0,28.0,-2.0,38.353,24.787,4.392,2.4536357966409746e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-1 - Activation foci for the PROBE(decision phase) event - memory load,-,fMRI; working memory; decision phase; monetary reward; MNI; n-back task; visual shape,inferior frontal g,l,47,-40,18,-4,3.82,12,47.0,,,,502,-40.0,18.0,-4.0,-38.389,16.069,1.002,6.672583702968467e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-1 - Activation foci for the PROBE(decision phase) event - memory load,-,fMRI; working memory; decision phase; monetary reward; MNI; n-back task; visual shape,orbital g,r,11,24,40,-20,4.03,12,32.0,,,,503,24.0,40.0,-20.0,21.674,37.486,-11.031,2.7888426440563852e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-1 - Activation foci for the PROBE(decision phase) event - memory load,-,fMRI; working memory; decision phase; monetary reward; MNI; n-back task; visual shape,anterior cingulate cortex,,32,4,36,36,3.76,12,52.0,,,,504,4.0,36.0,36.0,2.546,29.792,38.677,8.49566784979979e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-1 - Activation foci for the PROBE(decision phase) event - memory load,-,fMRI; working memory; decision phase; monetary reward; MNI; n-back task; visual shape,inferior parietal lobule,l,39,-36,-60,40,4.67,12,38.0,,,,505,-36.0,-60.0,40.0,-35.189,-60.44,34.633,1.5059986775961516e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-2 - Activation foci for the PROBE(decision phase) event - reward,-,fMRI; reward value; decision phase; monetary reward; MNI; n-back task; visual shape,inferior frontal/orbitofrontal g,r,11/47,32,20,-12,3.94,12,57.0,,,,506,32.0,20.0,-12.0,29.044,18.061,-5.279,4.074080455855072e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-2 - Activation foci for the PROBE(decision phase) event - reward,-,fMRI; reward value; decision phase; monetary reward; MNI; n-back task; visual shape,inferior frontal/orbitofrontal g,l,11/47,-28,24,-10,3.84,12,104.0,,,,507,-28.0,24.0,-10.0,-27.1,22.064,-3.803,6.151715518325519e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 4-2 - Activation foci for the PROBE(decision phase) event - reward,-,fMRI; reward value; decision phase; monetary reward; MNI; n-back task; visual shape,inferior frontal/orbitofrontal g,l,11/47,-30,24,-2,3.71,12,104.0,,,,508,-30.0,24.0,-2.0,-29.029,21.497,3.35,0.00010362962367403115
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,caudate nucleus andventral pallidum,r,,8,20,0,4.45,12,293.0,,,,509,8.0,20.0,0.0,6.501,17.346,5.234,4.293514469971858e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,caudate nucleus andventral pallidum,r,,14,0,-6,3.98,12,293.0,,,,510,14.0,0.0,-6.0,12.101,-1.049,-1.589,3.445763411505307e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,caudate nucleus andventral pallidum,r,,4,12,6,3.84,12,293.0,,,,511,4.0,12.0,6.0,2.692,9.42,9.971,6.151715518325519e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,anterior insula,r,,34,22,-8,3.63,12,55.0,,,,512,34.0,22.0,-8.0,30.893,19.637,-1.522,0.00014171060987581906
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,pre-central g,l,,-34,-4,44,3.84,12,37.0,,,,513,-34.0,-4.0,44.0,-33.184,-8.126,42.451,6.151715518325519e-05
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,precuneus/superior parietal lobe,,7,8,-78,56,3.46,12,42.0,,,,514,8.0,-78.0,56.0,5.814,-78.8,48.08,0.0002700876939634741
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,precuneus/superior parietal lobe,,7,-14,-64,66,4.7,12,235.0,,,,515,-14.0,-64.0,66.0,-14.803,-66.229,57.873,1.3008074539172771e-06
++,Taylor et al,A functional neuroimaging study of motivation and executive function,Table 5 - Activation foci for reward; all events,-,fMRI; reward value; monetary reward; MNI; n-back task; visual shape,precuneus/superior parietal lobe,,7,-26,-68,58,4.06,12,235.0,,,,516,-26.0,-68.0,58.0,-25.985,-69.329,50.275,2.4536357966409746e-05
