importance,author,title,table_name,contrast,keywords,Left/Right,Name,X(R),Y(A),Z(S),NV,t,subjects,Broadman Area,cluster size,z-score,p value
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 D - Post-Hoc Fixed Effects Analysis - Contrast - General Gender - all female faces versus all male faces, all female faces > all male faces,fMRI; outcome phase; viewing; social reward; talairach; passive,,Amyg,-27.0,-6,-21.0,,,6,,,,0.00092
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 D - Post-Hoc Fixed Effects Analysis - Contrast - General Gender - all female faces versus all male faces, all female faces > all male faces,fMRI; outcome phase; viewing; social reward; talairach; passive,,Hypo,7.0,-12,-8.0,,,6,,,,0.00056
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,NAc and other VS,7.0,9,-2.0,,,6,,,,0.00014
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,NAc and other VS,-9.0,9,5.0,,,6,,,,6.6e-07
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,NAc and other VS,-12.0,3,-2.0,,,6,,,,3.8e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,VT,13.0,-15,-5.0,,,6,,,,4.9e-06
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,VT,19.0,-21,-2.0,,,6,,,,4.8e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,SLEA,19.0,9,-15.0,,,6,,,,5.9e-06
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,SLEA,-18.0,9,-15.0,,,6,,,,1.4e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,SLEA,-30.0,-3,-8.0,,,6,,,,-2.2e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,GOb,28.0,45,-5.0,,,6,,,,-1.4e-07
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,GOb,-21.0,18,-8.0,,,6,,,,9.5e-08
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,GOb,-18.0,45,-5.0,,,6,,,,-7.8e-09
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Beautiful Female vs Beautiful Male,Beautiful Female > Beautiful Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,Amyg,0.0,3,-15.0,,,6,,,,-0.00019
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,NAc and other VS,16.0,18,-5.0,,,6,,,,-0.0001
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,NAc and other VS,-9.0,6,2.0,,,6,,,,-4e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,VT,-6.0,-18,-8.0,,,6,,,,1.9e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,VT,10.0,-24,-5.0,,,6,,,,0.00025
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,SLEA,-18.0,9,-15.0,,,6,,,,-1.4e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,GOb,22.0,51,-2.0,,,6,,,,3.3e-06
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,GOb,-24.0,42,2.0,,,6,,,,1.2e-06
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,GOb,34.0,42,-2.0,,,6,,,,5.1e-05
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,GOb,-33.0,24,-5.0,,,6,,,,1.9e-06
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,Amyg,-18.0,0,-15.0,,,6,,,,-0.00063
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,Amyg,-27.0,-6,-21.0,,,6,,,,0.0005
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,Amyg,28.0,3,-28.0,,,6,,,,0.00016
+,Aharon et al,Beautiful Faces Have Variable Reward Value - fMRI and Behavioral Evidence,Table 2 E - Post-Hoc Fixed Effects Analysis - Contrast - Average Female vs Average Male,Average Female > Average Male,fMRI; outcome phase; viewing; social reward; talairach; passive,,Hypo,3.0,-12,-8.0,,,6,,,,2.4e-05
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four wins in a row,W4 > W1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; positive reward; context-dependent reward,R,Medial aspect of superior frontal gyrus,8.0,22,58.0,81.0,8.11,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four wins in a row,W4 > W1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; positive reward; context-dependent reward,R,Medial aspect of superior frontal gyrus,12.0,58,22.0,,7.16,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four wins in a row,W4 > W1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; positive reward; context-dependent reward,L,Medial aspect of superior frontal gyrus,-2.0,58,10.0,908.0,8.21,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four wins in a row,W4 > W1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; positive reward; context-dependent reward,L,Medial aspect of superior frontal gyrus,-2.0,40,46.0,,6.85,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four losses in a row,L4 > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; negative reward; context-dependent reward,R,Medial aspect of superior frontal gyrus,8.0,56,22.0,1229.0,8.78,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four losses in a row,L4 > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; negative reward; context-dependent reward,R,Medial aspect of superior frontal gyrus,10.0,18,60.0,32.0,7.7,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four losses in a row,L4 > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; negative reward; context-dependent reward,L,Medial aspect of superior frontal gyrus,-8.0,22,58.0,111.0,6.55,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four losses in a row,L4 > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; negative reward; context-dependent reward,L,Medial aspect of superior frontal gyrus,-4.0,50,20.0,,8.35,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 1 - Brain activities for four losses in a row,L4 > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling; negative reward; context-dependent reward,R,Middle temporal gyrus,60.0,-12,-12.0,22.0,5.29,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 2 - Brain activities for Win 1 versus Lose 1,W! > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling;positive reward,R,Ventral striatum,24.0,0,-8.0,400.0,8.67,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 2 - Brain activities for Win 1 versus Lose 1,W! > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling;positive reward,L,Ventral striatum,-26.0,-2,-12.0,88.0,8.61,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 2 - Brain activities for Win 1 versus Lose 1,W! > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling;positive reward,R,Lingual gyrus,16.0,-68,-12.0,10028.0,9.47,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 2 - Brain activities for Win 1 versus Lose 1,W! > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling;positive reward,L,Lingual gyrus,-16.0,-86,-2.0,,10.63,36,,,,
+,Akitsuki et al,Context-dependent cortical activation in response to financial reward and penalty  an event-related fMRI study,Table 2 - Brain activities for Win 1 versus Lose 1,W! > L1,fMRI; outcome phase; decision making; monetary reward; talairach; gambling;positive reward,R,Inferior temporal gyrus,40.0,-78,-12.0,,8.99,36,,,,
