importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,L,Insula,,,-32.323,7.619,13.462,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,L,Thalamus/midbrain,,,-8.081,-17.916,7.761,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,R,Dorsal striatum—caudate,,,11.111,11.789,12.593,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,L,Dorsal striatum—caudate,,,-5.051,7.928,6.948,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,L,Ventral striatum,,,-12.121,4.273,-3.329,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,L,Precuneus,18/19,,-22.222,-77.584,25.291,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,R,Inferior occipital gyrus,18,,33.333,-82.371,-4.76,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,R,Fusiform gyrus,37,,40.404,-54.828,-21.048,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Increasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect;increasing activation,L,Fusiform gyrus,37,,-42.424,-55.857,-21.107,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Decreasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect; decreasing activation,R,Superior frontal gyrus,9,,10.101,46.538,41.635,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Decreasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect; decreasing activation,L,Superior frontal gyrus,9,,-11.111,45.509,41.58,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Decreasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect; decreasing activation,L,Posterior cingulate,31,,-6.061,-37.017,40.491,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Decreasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect; decreasing activation,L,Precuneus,7,,-3.03,-60.338,31.643,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Decreasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect; decreasing activation,R,Insula,,,38.384,-15.239,16.609,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Decreasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect; decreasing activation,R,Superior temporal gyrus,42,,38.384,-24.042,6.35,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 1 - Main effect of time - Decreasing activation,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time effect; decreasing activation,L,Superior temporal gyrus,22/21,,-55.556,-16.526,0.216,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time conditioning,L,Dorsal striatum—caudate,,,-12.121,15.084,8.414,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time conditioning,R,Dorsal striatum—caudate,,,11.111,16.114,8.468,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time conditioning,R,Superior frontal gyrus,9,,40.404,36.448,36.749,,,0.0001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time conditioning,L,Ventral striatum,,,-14.141,0.412,-9.512,,,0.001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time conditioning,L,Medial temporal lobe,,,-21.212,-14.054,-9.156,,,0.001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time conditioning,L,Medial frontal gyrus,8/9,,-33.333,14.671,38.865,,,0.001,
+,Delgado et al,Tracking the Hemodynamic Responses to Reward and Punishment in the Striatum,Table 2- Interaction of condition by time,fMRI; outcome phase; decision making; monetary reward; talairach(converted); gambling; time conditioning,R,Inferior frontal gyrus,45,,31.313,17.709,18.347,,,0.001,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,R,Occipital gyrus,19,,39.394,-85.871,-19.266,6.44,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,L,Occipital gyrus,19,,-36.364,-92.049,-19.623,6.03,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,L,Postcentral gyrus,3,,-52.525,-30.892,63.669,6.02,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,L,Striatum,,,-27.273,-0.155,3.257,4.55,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,R,Striatum,,,27.273,-0.309,6.514,3.74,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,R,Amygdala,,,24.242,-5.25,-21.759,3.67,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,L,Midbrain,,,-9.091,-11.119,-29.25,3.1,,0.05,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,R,Superior temporal gyrus,38,,39.394,5.098,-46.192,4.41,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,L,Superior temporal gyrus,38,,-33.333,10.658,-31.567,3.65,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,R,Insula,,,45.455,-12.356,-0.714,4.28,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,R,Frontal pole,9,,15.152,63.322,35.99,4.27,,0.01,
+,Elliott et al,Differential Response Patterns in the Striatum and Orbitofrontal Cortex to Financial Reward in Humans - A Parametric Functional Magnetic Resonance Imaging Study,Table 1 - Maximally activated voxels in areas in which significant evoked activity was related to reward level - All-or-nothing response to reward,fMRI; reward value; outcome phase; monetary reward; talairach(converted); performance-dependent,L,Lateral OFC,11,,-33.333,44.018,-15.336,3.79,,0.01,
